av号,播放量,点赞数,评论数,硬币数,转发数,收藏,标题,标签
79001670,551850,38195,3153,11325,16627,11490,【官方】史诗级动画《姜子牙》首曝预告片，封神宇宙接棒哪吒，震撼示人！,姜子牙 国产电影 封神系列 动画 预告 封神 哪吒 
78773133,105465,4740,167,1722,228,8545,改掉睡前变丑习惯| 普通女孩一个月逆袭变美干货&amp;雷品拔草,美妆 护肤 我的学习日记 美白 护发 运动 教程 产品 分享 干货 变美 
79227972,46787,2538,179,1159,111,3248,【瘦不了猫】15天疯狂瘦全身！高强度减肥舞！Dream-Get Over（棋魂OP）,瘦身塑形 宅舞 舞蹈 全能打卡挑战 健身操 原创编舞 减肥 健身教程 棋魂 减脂 减肥舞 
77124002,2108413,172953,3675,202613,35566,137644,【明日方舟动画】茂名守林人,明日方舟 手书 明日方舟·下城公路赛区 茄子 茂名 生草 CSGO大茄子 flash 脑洞 中配 
79093238,263390,7655,443,7705,2261,18828,【碳水循环饮食】up主亲测，成功减重27斤 | 手把手教你如何突破减脂平台期 | 新手减肥如何做自己的饮食计划,30天vlog挑战 减脂 日常 健身 减肥 塑形 干货 碳水循环 
78883136,374507,1077,99,122,24,379,【黑寡妇】斯嘉丽来到了爱情公寓，超然，高能,超级英雄 黑寡妇 复仇者联盟 预告片 爱情公寓 
79143839,727173,61515,2044,31784,908,9417,我 是 蜜 蜂,实况攻略 单机游戏 自制 实况解说 中国BOY 单机联机 
79288236,24769,927,86,336,40,2287,【小小酥】元气兔子舞！请问您今天要来点兔女仆吗？,舞蹈 元气 双马尾 女仆 翻跳 兔子舞 
79492583,113818,1056,97,20,54,143,有钱的就是大爷,爱情 美女 剪辑 性感 影视剪辑 
78375426,369260,36562,1456,29791,4841,55170,『书摘』“这是我要给你的，宇宙级别的浪漫”,治愈向 浪漫 宇宙 全能打卡挑战 爱情 催泪 
78973511,134009,13607,276,13121,584,17459,干货！曲线到底怎么用？让人目瞪口呆的曲线高级用法！【裹小脚的大叔】,技术宅 好奇心计划 PS 视频教程 教学视频 后期 学习 设计 野生技术协会 教程 曲线 
79569171,44049,7314,295,871,102,5442,【妮可】神仙打架！4K实测！HR全新高光粉底 VS Bobbi brown新虫草粉底液，谁才是今年秋冬粉底的王者？！,美妆 化妆 粉底 妮可 测评 日常 分享 秋冬粉底 
78716764,154633,859,630,26,69,224,日本媒体争相报道小米进入日本市场，价格公布时引来严肃的日本媒体阵阵掌声,数码 日本 小米 雷军 小米进入日本市场 小米电饭煲卖回日本 小米发布会 
79455755,26963,1719,202,543,43,2576,【轩喵酱】期待与你相遇♥「寄明月」古风造型初尝试~,舞蹈 明星舞蹈 中国风 美女 翻跳 寄明月 
78805233,1440566,48163,1762,24165,5535,11437,【柴西】我连备胎都不是，这就是败犬的样子吗？,电子竞技 英雄联盟 the shy 希然 柴西 全能打卡挑战 LOL 娱乐 
78119177,155167,17667,515,17802,1322,9101,【燃到断毛的小提琴】某科学的超电磁炮OP 《Only my railgun》【石川绫子】,演奏 御坂美琴 某科学的超电磁炮 某科学的超电磁炮S 石川绫子 炮姐 独奏 小提琴演奏 Only my railgun 
78725161,93456,190,36,4,5,114,郭碧婷穿成这样，向佐心真大，还有心情跳舞,综艺 娱乐 情侣 结婚 影视剪影 爱情 搞笑 
79522668,233162,24832,869,2263,245,1349,【沙雕动画】5G的天下？当今网络的现状,科学 全能打卡挑战 动画短片 自制 网络的现状 5Gvs4G 5G 沙雕动画 
79626064,72098,5067,755,1185,120,530,【李佳琦】OMG，给你们选礼物，我竟然输给了小助理 ？我的天呐，你们的心思也太难猜了吧...,美妆 资生堂 时尚 分享 李佳琦 
73140216,2361437,216571,9867,180329,8299,43484,某些“国货”你不赚快钱会死吗？！,美妆 抄袭 国货抄袭 化妆刷 国货 
79422896,17276,1359,177,2156,777,987,[碧蓝幻想]GBF的节奏天国,手机游戏 音乐游戏 节奏天国 碧蓝幻想 弹射世界 网页游戏 沙雕 
79383438,56084,1183,180,608,381,272,♿️tt♿️战椅 电竞轮椅  霍金同款 ！,数码 英雄联盟 电子竞技 DIY 搞笑 装机 黑科技 野生技术协会 硬件 电脑 电竞 
77438892,1096829,95819,1615,34692,14317,40568,捉羊不如来跳抖肩舞,舞蹈 喜羊羊与灰太狼 抖肩舞 二次元 魔性 尬舞 搞笑 
79526502,117959,5574,421,1164,190,1313,【答案茶话会01】袁岚峰李永乐毕导：和小朋友们比赛答题,小朋友 李永乐 答案 毕导 阿玄 阿帅 袁岚峰 无中生友 
78916738,1907230,101744,2230,19299,18484,61918,快  乐  疫  情  ！,沙雕 搞笑 
3534854,32412717,139094,92143,37743,352709,1121227, 更新1p，告别蝴蝶袖】美丽芭蕾 天鹅臂 累断手, 身塑形 我已经是一只废鹅了 断翅系列 弹幕有毒 折翼鹅の逆袭 马了不会做系列 美丽芭蕾 Mary Helen Bowers 健身 减肥 
77858582,156475,8259,255,534,196,4212,博君一肖～王大锤微表情代表含义了解一下，「圈地自萌」看好tag，yxh请绕路搬运bs,明星 博君一肖 bjyx CP 
75266855,255299,14675,2473,8320,2352,1907,诗佩妮老板现身   双十一硬核认错（超尬,美妆 种草 化妆品 化妆 国货 日常 购物分享 分享 口红 产品 
68740307,7528969,510153,4849,383925,136654,321950,【全明星rap】野狼disco 最骚版本,鬼畜 野狼disco 韩美娟 吴亦凡 鬼畜调教 giao哥 王司徒 三国 全明星RAP 韩红 
79146841,103400,843,44,24,31,334,苏北北《雨蝶》 声音太棒了 唱出这首歌全场一起回到过去【嗨唱转起来】,综艺 嗨唱转起来 雨蝶 苏北北 
79129486,28517,377,351,13,14,57,"原本以为是女孩,结果是男孩,看一家人的反应......",影视剪影 电视剧 
79168886,1601,110,15,44,9,48,【JOJO】最炫jojo风,鬼畜 人力VOCALOID 空条承太郎 鬼畜调教 DIO JOJO的奇妙冒险 最炫民族风 
76916501,95301,832,98,13,9,181,也许这个社会就是这样的吧,全能打卡挑战 剪辑 社会 电影剪辑 影视剪辑 影视剪影 
79498900,190409,7029,666,1367,309,382,主播炸了云顶之弈14：神超你也是影流之主了？Miss打怪爆一地装备双击666,英雄联盟 电子竞技 云顶之弈 搞笑 聚印象 主播炸了 
74150224,1384793,139023,1331,105669,14640,112054,如果把《Bad Guy》和《Look What You Made Me Do》唱成一首歌，耳朵的双重暴击！今天又是超A的一天呢！,欧美音乐 翻唱 2019年度音乐UP主选拔 霉霉 欧美 改编 TAYLORSWIFT 
79192117,66327,2696,357,889,85,478,亚索闪现的正确用法，一起来看看,电子竞技 英雄联盟 教学 亚索 疾风剑豪 闪现 
74584613,460187,7749,6,654,1949,7949,抖音帅哥合集，日常肾上腺素上升剂,小哥哥 帅哥 高颜值 男神 抖音 
79492480,41199,3148,269,1907,212,2674,鞠婧祎仿妆·人间千金富贵花妆容,美妆 明星 彩妆 时尚 化妆教程 鞠婧祎 
76737583,96913,7178,644,5683,820,5064,【中文说唱】中国00后rapper技术流艺术巨作，爆点盛宴！,RAP 原创歌曲 bilibili音乐星计划 AR HIPHOP 高中生 中国新说唱 
79208100,6317,17,15,2,0,9,有原彩就是原装屏么？,数码 苹果 IPHONE 手机 屏幕 手机技巧 
79156930,15509,137,115,3,2,20,运营商收入：中国3强PK印度12霸，电信：我可以打十个！,数据可视化 原创 印度 中国 趣味科普人文 经济 电信 运营商 统计 移动 
79467805,300671,31573,1229,17064,210,2908,拿家里最大的锅去买脂渣，125一斤，装满要花多少钱？,美食 全能打卡挑战 美食圈 原创 自制 生活 吃货 脂渣 
79093292,5769,386,14,375,5,389,【Funky开箱】/三星Galaxy Fold折叠机一周体验 到底香不香？脆不脆？,手机评测 数码 黑科技 测评 开箱 三星 手机 体验 折叠屏 
15309662,1658359,19540,633,9149,10271,24139,你们不笑我直播吃屎   足球爆笑时刻2333,国际冠军杯 吃饭喝水是别看 搞笑 明星 足球 
78719152,349464,25928,923,13680,1267,5941,我的新发明———真 . 电二胡！！！,我的学习日记 DIY 制作 学习 科技 设计 编程 
78936114,369919,6467,457,1492,1880,3881,老八三战撤硕原声大碟（feat.巨魔）,撤硕 全能打卡挑战 老八 巨魔 奥利给 奥力给 怪鸽 岛市老八 
79304292,45691,1187,224,473,613,1055,一分钟带你重新认识达摩！四段位移超越韩信！,电子竞技 手机游戏 王者荣耀 攻略 教学 达摩 王者农药 
79297282,51879,6142,373,7694,517,4079,【女声阿卡贝拉】残酷天使的行动纲领(新世纪福音战士主题曲) -勇敢的少年啊快去创造奇迹！,外语翻唱 日文翻唱 翻唱 阿卡贝拉 新世纪福音战士 女声 残酷天使的行动纲领 EVA 音乐 
79037105,33364,111,99,6,0,33,千元跟万元手机屏幕观感对比，都是oled屏幕你看出多大差距了？,数码 好奇心计划 苹果 华为 三星 小米 曲面屏 
79276245,20889,2890,239,1953,115,3365,【那兔拟人手书】怪物大暴走（草稿流预警）,手书 拟人 那年那兔那些事儿 那年那兔那些事 种花家 那兔 
78961397,63295,5856,382,2118,856,7458,《冰雪奇缘》北地人之歌《Vuelie》,演奏 欧美音乐 合奏 纯音乐 冰雪奇缘 YOUTUBE MUSIC Frozen 
77496384,376746,25715,1077,20233,2342,17909,【前方高能！！！】青鸟还能这么弹？前奏一响瞬间泪目,演奏 吉他 青鸟 动漫音乐 bilibili音乐星计划 指弹 火影忍者 苍小天 acg 亚城 
78875540,1096236,78035,2078,9014,5628,17713,【未成年慎看】那些能让你“脸红”的“接吻冷知识”！,恋爱 两性 生活 趣味 女生 男生 身体 科普 萌妹子 接吻 
74704129,56709,2040,150,196,167,957,狂  妄  巨  魔,搞笑 鬼畜 全能打卡挑战 鬼畜调教 恶搞 传说之下 巨魔蘸酱 抽象 sans Megalovania 狂妄之人 奥利给 冬泳怪鸽 
79266928,365132,17845,1756,4905,390,2416,【欣小萌】我去拜师了 ！,互动视频 
78488877,395186,17998,423,6533,4747,9631,苏 八 不 列,鬼畜 苏卡不列 鬼畜调教 八哥 抽象 cyka blyat 奥利给 岛市老八 
78466979,542372,6732,566,323,2058,2890,我脸皮有你一半厚，也不至于单身到现在,恋爱 单身 生活 撩妹 祝福 
76369203,113833,6433,293,3187,369,4740,【明星大侦探逃脱凶手踩点混剪】Play with fire（我于杀戮之中盛放）,综艺 明星大侦探 娱乐 剪辑 混剪 燃 Play with fire 
75708816,263523,22261,419,9406,3197,7839,【假面战将魔奥】巨魔大战豫章书院，正义制裁变异弟骑无菌包！,鬼畜 特摄 奥利给 全能打卡挑战 鬼畜调教 假面骑士 无菌包 假面骑士zio 豫章书院 巨魔 时王 
77358568,513071,1820,1084,222,172,546,奇葩说哈佛才女许吉如的观众缘为何这么差？,综艺 马东 奇葩说 美女 哈佛 许吉如 
79209922,562092,20340,1305,4318,8814,4304,【央视调查】“网红”被逼跳楼！一手机APP系统疑致数十人自杀,央视新闻 央视 新闻 贷款 网贷 
78421523,77343,3122,157,1102,79,245,"【每天一遍防止抑郁】看欣小萌的舞蹈教学视频教五岁的女儿跳《我是真的很不错》是肿怎样的体验=_____,=+",舞蹈 跳舞 日常 GoPro 我是真的很不错 每天一遍防止抑郁 
77698074,1136572,5868,5659,848,7164,4235,我练了10年吉他，现在却和我说有自动挡？,演奏 翻唱 吉他弹唱 民谣 吉他教学 吉他谱 民谣吉他 吉他 
77431935,5331,94,1,83,21,1006,尚硅谷java全栈工程师（2019年7月线下班6个月完整版）JavaEE与Web阶段（一）,JAVA SSM JAVA学习视频 尚硅谷 
78640354,200620,14622,1770,8317,408,3477,【诉爷】全世界无产者的歌《国际歌》,演奏 bilibili音乐星计划 国际歌 诉爷 钢琴演奏 
49432234,1803649,126829,3952,131625,20837,35726,【何同学】听～妙不可言 不被看好的AirPods为什么成功了？,数码 苹果 AirPods2 黑科技 开箱 iPhone iPad 体验 无线耳机 森海塞尔 蓝牙耳机 
79304880,13349,365,123,171,22,178,你不知道的宇宙与外星人（二）揭露联盟的形成【大白夜谈 | 第7期】,趣闻 科普 科幻 好奇心计划 UFO 宇宙 外星人 都市传说 趣味科普人文 阴谋论 揭秘 
75447062,328586,16565,472,4783,1607,8980,【Top10】王者荣耀KPL等十大名场面， 偷水晶，花式秀，杀队友，极限守家,电子竞技 王者荣耀 KPL 精彩集锦 赛事 名场面 高燃 梦泪 精彩瞬间 猫神 
77072320,62455,2177,156,564,537,2275,复古舞蹈 自作多情,舞蹈 个人技展示 复古 翻跳 
75868190,19286,129,8,12,362,694,零基础现代舞《起风了》,中国舞 舞蹈 起风了 现代舞 深舞形体 广州 深圳 
78754224,271805,11445,516,12616,5651,13434,【马原篇】如何快速背肖四（本篇逻辑超清晰！强推！【空卡】,考研加油站 肖四肖八怎么用 考研政治 肖秀荣四套卷 徐涛救命班 武忠祥救命班 
77401146,184872,474,164,13,5,47,这机器太省人工了！,机械 设备 技术 黑科技 设计 制造 演示 
79167473,123376,7433,411,3868,191,3670,【乐歌】HIP❤攻气十足乐姐回归~【MAMAMOO新曲翻跳】,明星舞蹈 舞蹈 全能打卡挑战 试跳 韩舞 明星 乐歌 翻跳 mamamoo hip 
79505614,21532,812,117,176,24,1649,【飞鼠酱】Violeta❀是你的避雷塔❀,明星舞蹈 舞蹈 bilibili街舞达人赛 韩舞 翻跳 IZONE 飞鼠酱 Violeta 
77997479,206568,3429,186,1021,254,3436,『杨幂』教你什么叫性感,明星 杨幂 全能打卡挑战 女神 剪辑 
77227946,306406,20609,511,15290,734,12642,用1万搭出5万的全能肥宅快乐桌，什么是国际垃圾佬啊？,数码 搞笑 生活 装机 日常 硬件 体验 沙雕 外设 
66896179,2401754,122480,4603,103422,59647,94246,【全盛舞蹈工作室】惊艳四座❤《芒种》中国风爵士编舞MV,舞蹈 街舞 TS白小白 芒种 原创编舞 中国风爵士舞 中国风 古风 
79009789,748978,43832,1341,20057,1351,10789,最具魅力的史诗级反派，一个人撑起了整部动漫，喜欢蓝染的3大理由,动漫杂谈 蓝染 经典 黑崎一护 热血 死神BLEACH 魅力反派 高能搞笑 
78723589,4083,359,4,152,109,414,【牛星花园】鬼畜杉菜：我要拉屎,鬼畜 全能打卡挑战 洗脑循环 流星花园 言承旭 鬼畜调教 道明寺 大S 全明星RAP 台版流星花园 
77553251,229858,8086,122,685,160,515,今天又帅了啊,动漫恶搞 搞笑 恶搞 原创动画 动画短片 搞笑动画 
75094591,10920,1481,84,274,69,348,8848吴军豹手机《字幕版》,鬼畜 新人 鬼畜调教 8848 吴军豹 
79348629,35082,544,101,81,88,173,【庆余年】那些年二皇子背着我们演过的角色（电影）,刘端端 庆余年 二皇子 电影剪辑 
79527072,291480,16971,741,3031,757,1066,【独家视频】习近平：中央充分肯定林郑月娥的勇气和担当,中国 香港 林郑月娥 新闻 央视新闻 
79465325,2339,275,28,242,7,561,24个免费下雪视频素材通通收入囊中！(附使用教程),技术宅 科技 素材 PR AE 学习 特效 创意 野生技术协会 下雪 
79349224,2264,430,42,447,14,312,【BombeVinVin】【周震南】 重庆演唱会 -《我们》Focus  // 最最最最怕rapper唱情歌,音乐现场 周震南 
79027751,70758,4237,188,1931,624,5125,NINEPERCENT这哪里是解散！这尼玛是解封啊！【NPC封印解除！！！】,综艺 明星 NINEPERCENT 男团 搞笑 NPC 团魂 
78992617,204654,5382,943,1995,497,590,【装机猿】什么？AMD功耗不高了？！5500XT大战1650Super、1660Super,数码 AMD 装机 DIY 显卡 电脑 硬件 1660S 1650S 配置 5500XT 
79460452,834,26,13,8,4,43,【筱圆七七】埃尔芒阿老师ed—adrenaline!!!,舞蹈 宅舞 ED 双马尾 翻跳 埃罗芒阿老师 
76118342,84103,6051,449,6059,863,14564,4分钟极速燃脂 | 一周见效 | 高效减肥瘦腰瘦腿 48小时持续燃脂 (无器材),瘦身塑形 瘦身挑战 时尚 健身操 瘦身 减脂 运动 减肥 健身 塑形 
14664737,6276384,103898,5650,86766,19654,191265,初识不知曲中意 再听已是曲中人,滨崎步 my all 五月天 开口跪 感人歌曲 泪目 音乐 恋爱循环 MV 音乐选集 
77388279,806520,13668,834,7276,36571,16851,郭老师吃播合集：milk 迷hotel 糖葫芦 蓝莓 比巴卜泡泡白酒 糖 鸡米花 苞米 火龙果,美食 吃播 吃货 迷人的郭老师 爱吃食物的女孩子 郭老师 
77071944,145460,824,79,79,51,793,2019抖音百万点赞精选合集（13）-小姐姐这样回答你们满意吗？,搞笑 美女 小姐姐 娱乐 搞笑视频 生活 爆笑 抖音 精选合集 抖音合集 抖音文化 
78914763,177090,8163,200,1208,51,255,让 我 康 康 谁 的 装 备 最 多,云顶之弈 电子竞技 英雄联盟 全能打卡挑战 三星 亚索 LOL 是在下输了 6海洋 不当人 
79490021,119458,596,51,5,4,147,说不偷看，你们还真不偷看啊,影视剪辑 爱情 美女 剪辑 性感 
77972497,124821,17862,2417,26330,1418,12587,如何用500块的相机赚到300万-设备篇,科普 数码 好奇心计划 开箱 相机 索尼 科技 测评 摄影 公开课 
79281050,30135,2715,314,970,241,2996,《华晨宇 尋+我管你+斗牛+新世界》强音质近镜! 191214音乐盛典咪咕汇!,音乐现场 明星 华晨宇 斗牛 LIVE 演唱会 音乐 
79303906,58967,2944,483,1850,960,1154,【Spirit Luna】【塔罗占卜】献给母胎solo【互动视频】,互动视频 LUNA 占卜 恋爱 塔罗牌 神秘学 占卜师 灵性 运程 母胎SOLO 
78326836,1852773,127147,1485,98049,7068,120388,全程高能！请戴好耳机！前方甜蜜大暴击！！前方甜蜜大暴击！！极致舒适，大型秀恩爱下饭现场,MAD.AMV 鬼灭之刃 我想吃掉你的胰脏 百万剪辑师挑战 火影忍者 感人 剪辑 治愈向 爱情 MAD 混剪 动漫 恋爱 
78746885,45876,4270,683,2378,207,968,【诉爷】《水边的阿狄丽娜》熟悉又美好的旋律～,演奏 诉爷 水边的阿狄丽娜 钢琴演奏 bilibili音乐星计划 
79616903,144684,8841,1162,247,192,394,美国警察逮捕嫌犯时盲目射击 误伤一名女子被起诉,美国 警察 
78801707,52900,2365,318,1120,222,1537,【舞蹈风暴】胡沈员朱凤伟《多情种》,综艺 舞蹈 胡沈员 舞蹈风暴 朱凤伟 剪辑 百万剪辑师挑战 娱乐 十面埋伏 
79028921,149103,18406,363,11643,417,14279,前方高能！你能顶得住嘛？来自小姐姐们的极致唯美！！,MAD.AMV 全能打卡挑战 多素材 小姐姐 论BGM的重要性 MAD AMV 唯美 新人向 综漫 
77484025,1626908,4513,517,201,191,1475,最失败的《蒙面唱将》，还没等开口，露出一双大长腿就被认出来,腾格尔 吴青峰 薛之谦 歌手 鸿雁 遗憾 郁可唯 独家记忆 逆光 蒙面唱将 
79014847,34251,808,132,262,133,2685,柔术和瑜伽的结合实在太美丽了！！！,瘦身塑形 服饰 性感 瑜伽 潮流 塑形 
76494566,40166,916,521,393,175,486,特斯拉三死三生，“中国门徒”蔚来能不能逆风翻盘？,好奇心计划 特斯拉 黑科技 趣味科普人文 新能源 电动汽车 电动车 马斯克 Model 3 蔚来汽车 
76982714,278123,24835,1197,18460,1220,10714,【诉爷】万人血书《Flower Dance》来了～,演奏 bilibili音乐星计划 诉爷 钢琴演奏 花之舞 
79088632,301721,31228,281,2348,220,3970,一  个  屁  飞  八  米,游戏集锦 我的世界 单机游戏 全能打卡挑战 新人 MINECRAFT 单机联机 
67523070,1174439,12875,296,3905,2182,26974,B站最全的李诞说脱口秀合集！一次听个过瘾！,综艺 李诞 搞笑 脱口秀 吐槽大会 吐槽 
79426224,75987,8895,337,3925,126,622,被人说神仙也修不好的8代I7微星笔记本，老厮最后却当半仙,数码 黑科技 科技 装机 笔记本 日常 电脑 硬件 外设 维修 
79520461,25226,2634,228,1694,411,598,趣体验 · 2019趣评测杯年度手机颁奖典礼,数码 小米 苹果 华为 
79075951,59333,478,55,8,43,33,这 腰 子， 大 补,英雄联盟 电子竞技 百万剪辑师挑战 LOL 游戏视频 电竞 
74656975,265994,10900,672,7949,2508,46305,【筷子腿】每天5分钟，轻松消除假胯宽秒变大长腿|宿舍床上也能做|提臀瘦腿、改善腿型、告别梨形身材|学生党上班族健身，亲测有效！,瘦身塑形 瘦腿 健身 减肥 塑形 教程 改善o型腿 告别梨形身材 翘臀 体态矫正 矫正假胯宽 
78995482,38991,947,164,289,34,1571,【卡绒】讨厌·讨厌·自我巨大化！( ﾒ｀ω´)/我也想被夸奖！,宅舞 舞蹈 可爱 双马尾 足太ぺんた 翻跳 キライ・キライ・ジガヒダイ! 讨厌・讨厌・自我巨大化！ 
79416169,44493,2053,129,688,36,510,【灵笼未解之谜01】《狼蛹的玛娜生态报告》,灵笼 
79514102,322235,1585,252,180,251,2070,美女 准备起飞了……,女神 萌妹子 小姐姐 生活记录 是在下输了 生活 
74473271,3305156,216750,2555,151015,98319,155654,【奥利给】恋爱循环,搞笑 鬼畜 奥利给 恋爱循环 冬泳怪鸽 鬼畜调教 洗脑 巨魔 人力vocaloid 恶搞 
77980200,418852,13350,280,1619,1953,1724,开黑吗？我亚索贼6,电子竞技 英雄联盟 动画短片 亚索 动画 动漫 
77232321,159059,11391,993,8067,535,3438,【诉爷】难忘的卫国战争，永远的《喀秋莎》,演奏 bilibili音乐星计划 诉爷 喀秋莎 苏联歌曲 
78959099,1090057,35928,373,5497,6576,13627,中国一个县委书记的权力有多大？,陈行甲 腐败 贫困县 采访 网红 巴东 
76907106,206285,1578,130,6,93,60,东北挺暖和的，真的。就是比较废衣服。,生活记录 东北 自制 冬天 
77287013,61983,2064,282,195,140,975,松知高,服饰 日系 品牌 女装 种草 学院风 学生党 平价 jk 中牌制服馆 
79494503,52192,3031,207,1126,480,1276,【岛市老八】中国话,鬼畜 鬼畜调教 中国话 蜜汁带感 老八 奥利给 岛市老八 
78987170,505834,32385,855,13976,1785,19551,不行！不能只有我一个人会煎这么可爱的二次元鸡蛋！,美食 料理 自制 制作教程 生活 美食制作 美食圈 日常 二次元煎蛋 煎蛋 鸡蛋 
77766948,133550,8007,1464,4974,399,3177,你找不到外星人的12个原因！细思极恐的费米悖论，哪个才是最合理的解释！,科普 好奇心计划 宇宙 探索 UFO 外星人 飞碟 趣味科普人文 费米 地外文明 
78913339,165323,30942,523,34002,1838,23385,【明日方舟/同人pv动画】方舟的骑士,明日方舟 明日方舟·下城公路赛区 明日方舟MMD 
76279366,52660,1305,408,344,172,1010,强盗分金,科普 学习 推理 故事 面试题 
78890927,40962,236,31,28,14,112,nars25周年限定口红试色，枣泥色爱了,美妆 试色 口红 原相机 
79210312,13122,590,68,135,72,432,【罗云熙袁总合集】罗云熙X［my girl］，元帅太苏了怎么办,明星 罗云熙 袁帅 半是蜜糖半是伤 男神 合集 
76691159,697665,25678,781,3048,6987,12300,明星如果沉迷于土味有多可怕？,明星 夏之光 夏瀚宇 R1SE 土味 搞笑 韩美娟 
79332885,3991,710,90,1057,92,624,【张颜齐】191214 重庆演唱会 Save Me Now focus,明星 张颜齐 
79203792,145024,2670,70,266,111,2751,【台步混剪】老娘开场吊打一片，A爆slay全场～||第二弹,mcb 卡神 达达 大KK 
79071130,1279859,92662,6475,84845,4565,31086,【暗中观察02】微博大V围攻YouTube百万粉丝的李子柒，中国博主的文化输出得罪谁了？-IC实验室出品,人文 李子柒 文化输出 中国文化 好奇心计划 趣味科普人文 网红 
77766957,691063,28024,3585,11279,454,5521,为什么Youtube和Facebook在中国被屏蔽。,Youtube 封锁 偏见 社交媒体 Facebook VLOG 不客观 伪君子 西方媒体 
79229229,391365,30824,583,6788,563,3405,我不要妹妹了！吃饭时慎入！会笑噎到！,实况攻略 搞笑 新人 沙雕游戏 游戏视频 搞笑视频 实况 爆笑 实况解说 开黑 忍笑挑战 与山 
79246623,30351,162,123,17,50,65,女王大人三觉啦来试试10倍慢动作？？,网络游戏 DNF 全能打卡挑战 毒奶粉 地下城与勇士 三次觉醒技能 宝哥 旭旭宝宝 大马猴 剑魔 三觉 
78999325,42365,895,362,256,158,243,中国rc速度再创新高。 。让您感受 时速235公里的遥控车 在你面前呼啸而过的感觉， 请请勿眨眼。,汽车 机械 中国 赛车 速度 模型 RC 遥控车 
77151189,49925,6859,21,1233,2881,5587,你认真看看男款UGG真的是一点都不娘,服饰 潮流ICON招募令 测评 潮流 服装搭配 开箱 搭配 购物分享 UGG 时尚穿搭 
79344516,83752,10389,480,4479,333,869,【张晋的视频】FPV使用体验之小心受伤！,短片 30天vlog挑战 张晋 VLOG 原创 自制 FPV 
79356190,16448,1910,338,1642,458,1117,【高 清 重 製】別刷了我唱還不行嗎,VTuber 翻唱 虚拟主播 Vtuber 佐久間ねむ 
76334929,7139,390,26,70,33,103,【洪世贤】骚山（出山）汝着品如衣，欲火怎能熄。你好骚啊~~~,B站方文山 鬼畜 人力VOCALOID 万恶之源 回家的诱惑 洪世贤 
65423253,876568,40333,5725,22761,4736,8997,【杂谈No.5】不要随便帮女生装系统......,数码 暑期爆肝挑战 原创 WINDOWS 笔记本电脑 装系统 WIN10 
79272612,722787,91199,1611,87149,4489,22118,LOL新版本最变态套路：二 次 元 剑 圣[有点骚东西],英雄联盟 电子竞技 搞笑 无极剑圣 娱乐 LOL 逗比 上单 诺手 铁铠冥魂 
79573187,93542,10350,452,11420,80,1125,糟糕状况频发的虎子，双腿麻木担心瘫痪，问诊专家，坚强乐观和命运抗争,健康 生活记录 VLOG 社会 自制 生活 癌症 医院 肺癌 记录 
79288751,28311,119,10,2,8,28,【奇葩说】第十四期冒点赛 小黑cut- 他真的太好笑了 恭喜成功突围！,综艺 全能打卡挑战 小黑 奇葩说 搞笑 剪辑 李诞 
79467029,15308,608,62,253,114,820,【赫海】  我和你永远是双箭头 | 我们继续维持这种关系吧,明星 赫海 饭制 甜 CP向 
79361991,399,11,1,8,1,8,【尴尬之王】2019《骚凹瑞之王》--500次回眸,鬼畜 迪丽热巴 娜扎 骚凹瑞 尴尬 朱丹 洗脑循环 周笔畅 搞笑 
78843978,363226,31834,483,14653,1832,14419,【全明星】一首歌带你回顾2019！,鬼畜 五五开 再见2019 JOJO的奇妙冒险 影流之主 洗脑循环 吴亦凡 搞笑 鬼畜调教 乔碧萝 新宝岛 
79335018,770303,25993,7945,8697,32177,6442,【互动视频】你会被PUA吗？,互动视频 情感 心理 恋爱 PUA 测试 性格 趣测酱 渣男 
79103441,5862,375,65,211,14,926,【PR教程】鲸鱼翱翔星空穿梭城市，创意特效三分钟学会,技术宅 全能打卡挑战 AE 剪辑 PR PR教程 视频剪辑 后期 PREMIERE 特效 野生技术协会 
79344878,127188,8805,621,4331,423,5056,苏卡不列！高萌现场！内味十足！,MAD.AMV 全能打卡挑战 AMV 动漫 自制 多素材 MAD 剪辑 论BGM的重要性 综漫 新人向 
78702461,19953,594,41,230,27,909,阿玛尼 400G 到底持久吗？雅思口语8.5聊彩妆 - Armani,美妆 英语 雅思 化妆品 阿玛尼 口语 口红 
79418610,127930,5782,776,1905,1504,4295,【周深】191215 周深 李克勤 费玉清《另一种乡愁》日文深上线！太好听了！,明星 周深 卡布 勤深深 另一种乡愁 李克勤 费玉清 音乐 LIVE 现场 
78045747,304752,9024,1310,4566,2712,9779,一米六男友大改造 / 超实用的男生叠穿法则,服饰 潮流ICON招募令 服装搭配 搭配 FASHION 男装 日常 学生党 时尚穿搭 男生穿搭 
79054965,455087,34753,756,12840,455,4475,【唐唐】爆笑吐槽最新神剧《狂暴大蜈蚣》当富二代遇上绿茶妹！,影评 电影解说 吐槽 电影剪辑 搞笑 经典 游戏 影评杂谈 剧评杂谈 唐唐说电影 
79380458,456688,41585,1306,36967,647,10153,【是大腿TOP10】93：在神坛上上下下的宫崎老贼，盘点2019TGA,电子竞技 单机游戏 英雄联盟 LOL 网络游戏 生化危机 游戏 只狼 单机联机 TGA 是大腿 死亡搁浅 
